ProfileCreationDate,NoofLogin,ProfileViews,InterestSent,PlanPurchase,SalesTeamCallMade,FirstPlanPurchase,Gender,Age,City,Income,Education,Occupation,profilecreatedBy,maritalStatus,Height
2024-03-15,1,0,0,0,2,Not Purchased,Male,31,Murshidabad,INR 4 Lacs - 6 Lacs,High School,Business/Self Employed,Self,Never Married,5.03
2024-03-15,1,15,12,0,0,Not Purchased,Male,34,Bally,INR 2 Lacs - 4 Lacs,B.A,Salaried - Private,Parent,Never Married,5.06
2024-03-15,0,125,33,0,3,Not Purchased,Male,29,Tamluk,INR 10 Lacs - 12 Lacs,B.Tech,Salaried - Private,Self,Never Married,5.05
2024-03-15,2,9,0,0,0,Not Purchased,Male,35,Birbhum,INR 6 Lacs - 8 Lacs,Higher Secondary School,Salaried - Private,Self,Never Married,6.0
2024-03-15,0,192,25,0,1,Not Purchased,Male,30,Hertfordshire,"GBP 40,000 - 45,000",Ph.D.,Salaried - Private,Parent,Never Married,5.06
2024-03-15,1,7,0,0,4,Not Purchased,Male,29,Guwahati,INR 2 Lacs - 4 Lacs,Secondary School,Business/Self Employed,Self,Never Married,5.06
2024-03-15,0,75,7,0,6,Not Purchased,Male,26,Bardhaman (Burdwan),Upto INR 2 Lacs,M.A,Business/Self Employed,Self,Never Married,5.07
2024-03-15,1,47,0,0,0,Not Purchased,Male,34,Kalyani,INR 2 Lacs - 4 Lacs,Others in Diploma,Salaried - Government/PSU,Self,Never Married,5.02
2024-03-15,1,8,0,0,2,Not Purchased,Male,25,Suria,INR 2 Lacs - 4 Lacs,B.Sc,Salaried - Private,Self,Never Married,5.0
2024-03-15,1,41,3,0,3,Not Purchased,Male,39,Howrah,INR 8 Lacs - 10 Lacs,B.A (Hons.),Professional,Self,Never Married,5.06
2024-03-15,1,2,0,0,2,Not Purchased,Male,28,Jalpaiguri,Upto INR 2 Lacs,Higher Secondary School,Business/Self Employed,Sibling,Never Married,5.07
2024-03-15,1,0,0,0,0,Not Purchased,Male,25,Medinipur,Upto INR 2 Lacs,Secondary School,Salaried - Private,Self,Never Married,6.0
2024-03-15,1,3,0,0,0,Not Purchased,Male,24,Santipur,Upto INR 2 Lacs,Diploma,Salaried - Private,Self,Never Married,5.03
2024-03-15,0,126,17,0,0,Not Purchased,Male,52,Kolkata,INR 2 Lacs - 4 Lacs,B.Com (Hons.),Salaried - Private,Self,Never Married,5.02
2024-03-15,0,7,0,0,0,Not Purchased,Male,29,Purba Medinipur,Upto INR 2 Lacs,Higher Secondary School,Salaried - Private,Self,Never Married,5.07
2024-03-15,0,17,18,0,7,Not Purchased,Female,25,Chittaranjan,INR 2 Lacs - 4 Lacs,B.Com,Salaried - Private,Self,Never Married,5.02
2024-03-15,0,29,18,0,2,Not Purchased,Male,25,Purba Medinipur,INR 2 Lacs - 4 Lacs,Diploma,Salaried - Private,Self,Never Married,6.02
2024-03-15,0,102,37,0,1,Not Purchased,Male,32,Belari,INR 4 Lacs - 6 Lacs,Higher Secondary School,Business/Self Employed,Self,Never Married,5.08
2024-03-15,1,0,0,0,2,Not Purchased,Male,33,Hasimara,Upto INR 2 Lacs,High School,Salaried - Private,Self,Never Married,5.05
2024-03-15,1,0,0,0,2,Not Purchased,Male,29,Bagnan,INR 2 Lacs - 4 Lacs,Secondary School,Business/Self Employed,Self,Never Married,5.05
2024-03-15,1,9,2,0,2,Not Purchased,Male,26,Guwahati,INR 6 Lacs - 8 Lacs,B.A,Civil Services/Defense,Self,Never Married,5.07
2024-03-15,1,0,0,0,3,Not Purchased,Male,31,North 24 Parganas,INR 2 Lacs - 4 Lacs,Higher Secondary School,Business/Self Employed,Self,Never Married,5.11
2024-03-15,0,92,1,0,3,Not Purchased,Male,33,Barasat,INR 6 Lacs - 8 Lacs,M.A,Business/Self Employed,Parent,Never Married,5.09
2024-03-15,1,66,0,0,0,Not Purchased,Male,36,Medinipur,INR 2 Lacs - 4 Lacs,M.A,Salaried - Government/PSU,Self,Never Married,5.06
2024-03-15,0,25,0,0,0,Not Purchased,Male,29,Tarakeswar,INR 2 Lacs - 4 Lacs,B.A,Business/Self Employed,Self,Never Married,5.09
2024-03-15,1,0,0,0,0,Not Purchased,Male,32,Etah,Upto INR 2 Lacs,B.A,Salaried - Private,Self,Never Married,5.01
2024-03-15,1,6,2,0,1,Not Purchased,Male,33,Guwahati,Upto INR 2 Lacs,B.A (Hons.),Salaried - Private,Self,Never Married,5.04
2024-03-15,1,44,1,0,0,Not Purchased,Male,28,Contai,INR 4 Lacs - 6 Lacs,B.A,Business/Self Employed,Self,Never Married,5.04
2024-03-15,1,20,0,0,3,Not Purchased,Male,36,Purulia,Upto INR 2 Lacs,High School,Business/Self Employed,Self,Never Married,5.07
2024-03-15,1,8,0,0,2,Not Purchased,Male,28,Kolkata,Upto INR 2 Lacs,Higher Secondary School,Business/Self Employed,Self,Never Married,5.03
2024-03-15,1,11,0,0,0,Not Purchased,Female,28,Cooch Behar,Not Working,Other Bachelors Degree in Arts/Science/Commerce,Student,Self,Never Married,5.0
2024-03-15,1,4,0,0,3,Not Purchased,Male,26,Malda,Upto INR 2 Lacs,Higher Secondary School,Professional,Self,Never Married,5.05
2024-03-15,0,175,191,0,0,Not Purchased,Male,28,Halisahar,INR 6 Lacs - 8 Lacs,M.A,Salaried - Government/PSU,Parent,Never Married,6.0
2024-03-15,0,57,1,0,5,Not Purchased,Male,31,Kolkata,INR 8 Lacs - 10 Lacs,M.Tech,Salaried - Government/PSU,Parent,Never Married,5.1
2024-03-15,0,113,1,0,0,Not Purchased,Male,28,Siliguri,INR 6 Lacs - 8 Lacs,BBA,Salaried - Private,Parent,Never Married,5.1
2024-03-15,0,34,16,0,4,Not Purchased,Male,29,North 24 Parganas,Upto INR 2 Lacs,High School,Salaried - Private,Self,Never Married,5.02
2024-03-15,0,141,31,0,2,Not Purchased,Male,27,Basirhat,INR 4 Lacs - 6 Lacs,LLB,Professional,Self,Never Married,5.07
2024-03-15,1,0,0,0,2,Not Purchased,Male,30,Konnagar,INR 8 Lacs - 10 Lacs,M.Pharm,Salaried - Private,Parent,Never Married,5.07
2024-03-15,0,15,24,0,1,Not Purchased,Male,42,Saharanpur,INR 2 Lacs - 4 Lacs,B.Com,Business/Self Employed,Self,Widow / Widower,5.08
2024-03-15,0,38,20,0,1,Not Purchased,Male,33,Durgapur,INR 4 Lacs - 6 Lacs,B.Tech,Salaried - Private,Self,Never Married,5.08
2024-03-15,1,19,0,0,1,Not Purchased,Male,33,Narit,INR 2 Lacs - 4 Lacs,Secondary School,Salaried - Private,Self,Never Married,5.05
2024-03-15,1,10,2,0,3,Not Purchased,Male,33,Kolkata,INR 6 Lacs - 8 Lacs,B.A (Hons.),Business/Self Employed,Self,Never Married,5.1
2024-03-15,0,106,7,0,0,Not Purchased,Male,32,West Medinipur,INR 4 Lacs - 6 Lacs,Diploma,Salaried - Private,Self,Never Married,5.11
2024-03-15,1,2,0,0,0,Not Purchased,Male,22,Falta,Upto INR 2 Lacs,Higher Secondary School,Salaried - Private,Self,Never Married,5.05
2024-03-15,1,4,2,0,0,Not Purchased,Male,27,Purba Medinipur,INR 2 Lacs - 4 Lacs,B.Tech,Salaried - Private,Self,Never Married,5.08
2024-03-15,0,155,33,0,3,Not Purchased,Male,34,Mumbai,INR 20 Lacs - 30 Lacs,MBA,Salaried - Private,Self,Never Married,5.08
2024-03-16,0,295,6,0,1,Not Purchased,Female,45,Kolkata,Upto INR 2 Lacs,Higher Secondary School,Professional,Self,Divorced,5.02
2024-03-16,0,70,14,0,0,Not Purchased,Male,34,Palpara,INR 6 Lacs - 8 Lacs,M.A,Salaried - Government/PSU,Self,Never Married,5.07
2024-03-16,0,62,8,0,3,Not Purchased,Male,31,Bardhaman (Burdwan),INR 2 Lacs - 4 Lacs,Secondary School,Salaried - Private,Self,Never Married,5.01
2024-03-16,1,13,0,0,2,Not Purchased,Male,21,Falta,INR 2 Lacs - 4 Lacs,Diploma,Salaried - Private,Self,Never Married,5.06
2024-03-16,1,0,0,0,1,Not Purchased,Male,23,Siliguri,Upto INR 2 Lacs,Higher Secondary School,Salaried - Private,Self,Widow / Widower,5.08
2024-03-16,1,0,0,0,1,Not Purchased,Male,32,Asansol,INR 6 Lacs - 8 Lacs,B.A,Business/Self Employed,Parent,Never Married,5.1
2024-03-16,0,71,5,0,0,Not Purchased,Male,33,Howrah,INR 2 Lacs - 4 Lacs,High School,Salaried - Private,Self,Never Married,5.05
2024-03-16,0,162,40,0,3,Not Purchased,Male,35,Tehatta,Upto INR 2 Lacs,Higher Secondary School,Salaried - Private,Self,Never Married,5.07
2024-03-16,0,122,14,0,2,Not Purchased,Male,32,Kolkata,INR 2 Lacs - 4 Lacs,Higher Secondary School,Business/Self Employed,Self,Never Married,5.05
2024-03-16,0,1101,86,0,1,Not Purchased,Male,32,Kolkata,INR 10 Lacs - 12 Lacs,M.Tech,Salaried - Private,Parent,Never Married,5.08
2024-03-16,0,492,51,0,0,Not Purchased,Male,33,Kolkata,INR 10 Lacs - 12 Lacs,B.Tech,Professional,Parent,Never Married,5.07
2024-03-16,1,31,0,0,0,Not Purchased,Male,30,Ramnagar,Upto INR 2 Lacs,High School,Professional,Sibling,Never Married,5.05
2024-03-16,0,24,0,0,1,Not Purchased,Male,27,Purba Medinipur,INR 2 Lacs - 4 Lacs,Higher Secondary School,Professional,Self,Never Married,5.04
2024-03-16,1,9,0,0,0,Not Purchased,Male,25,Barasat,INR 2 Lacs - 4 Lacs,Diploma,Salaried - Private,Self,Never Married,5.05
2024-03-16,1,55,15,0,1,Not Purchased,Male,29,Murshidabad,Upto INR 2 Lacs,High School,Business/Self Employed,Self,Never Married,5.05
2024-03-16,1,38,98,0,0,Not Purchased,Male,33,Howrah,INR 4 Lacs - 6 Lacs,B.Com,Salaried - Private,Self,Never Married,5.03
2024-03-16,1,1,0,0,2,Not Purchased,Male,33,Purba Medinipur,INR 2 Lacs - 4 Lacs,Secondary School,Business/Self Employed,Self,Never Married,5.05
2024-03-16,1,11,0,0,2,Not Purchased,Male,35,Kulpi,INR 2 Lacs - 4 Lacs,B.Sc (Hons.),Salaried - Private,Sibling,Never Married,6.0
2024-03-16,0,0,0,0,1,Not Purchased,Male,22,Barrackpore,Upto INR 2 Lacs,B.A,Business/Self Employed,Self,Never Married,5.0
2024-03-16,1,1,0,0,0,Not Purchased,Male,24,Swarupnagar,Upto INR 2 Lacs,B.A,Salaried - Private,Self,Never Married,5.05
2024-03-16,0,8,1,0,1,Not Purchased,Male,28,Chakdaha,INR 2 Lacs - 4 Lacs,Higher Secondary School,Salaried - Private,Self,Never Married,5.0
2024-03-16,0,1,0,0,2,Not Purchased,Male,50,Bishnupur,Upto INR 2 Lacs,Secondary School,Business/Self Employed,Self,Divorced,5.03
2024-03-16,0,314,17,0,0,Not Purchased,Male,32,Jerthan,INR 4 Lacs - 6 Lacs,MBA,Business/Self Employed,Self,Awaiting Divorce,5.05
2024-03-16,1,15,8,0,2,Not Purchased,Male,29,Utraula,INR 2 Lacs - 4 Lacs,Higher Secondary School,Business/Self Employed,Self,Never Married,5.07
2024-03-16,0,1,0,0,0,Not Purchased,Male,39,Baidyabati,INR 2 Lacs - 4 Lacs,B.Com,Salaried - Private,Self,Never Married,5.11
2024-03-16,0,7,0,0,3,Not Purchased,Male,25,Murshidabad,Upto INR 2 Lacs,Secondary School,Business/Self Employed,Self,Never Married,5.1
2024-03-16,1,0,0,0,1,Not Purchased,Male,27,Maldah,INR 2 Lacs - 4 Lacs,Secondary School,Salaried - Private,Self,Never Married,5.09
2024-03-16,1,31,2,0,2,Not Purchased,Male,25,Kolkata,INR 4 Lacs - 6 Lacs,Higher Secondary School,Business/Self Employed,Self,Widow / Widower,5.06
2024-03-16,1,9,0,0,2,Not Purchased,Male,32,Nadia,Upto INR 2 Lacs,Secondary School,Business/Self Employed,Sibling,Never Married,5.1
2024-03-16,1,149,38,0,2,Not Purchased,Female,31,North 24 Parganas,INR 2 Lacs - 4 Lacs,M.Sc,Professional,Parent,Never Married,5.03
2024-03-16,1,1,1,0,4,Not Purchased,Male,38,Madhyamgram,INR 12 Lacs - 15 Lacs,Secondary School,Business/Self Employed,Self,Awaiting Divorce,5.06
2024-03-16,0,30,13,0,4,Not Purchased,Female,26,Howrah,Upto INR 2 Lacs,M.A,Salaried - Private,Parent,Never Married,5.05
2024-03-16,1,547,273,0,2,Not Purchased,Female,22,Howrah,Not Working,M.A,Student,Relative,Never Married,5.0
2024-03-16,1,55,6,0,3,Not Purchased,Male,30,Badhagachhi,Upto INR 2 Lacs,Higher Secondary School,Salaried - Private,Self,Never Married,5.0
2024-03-16,1,0,0,0,2,Not Purchased,Male,28,Birbhum,Upto INR 2 Lacs,High School,Business/Self Employed,Self,Never Married,5.06
2024-03-16,1,44,14,0,0,Not Purchased,Male,32,Panihati,INR 2 Lacs - 4 Lacs,Secondary School,Salaried - Private,Parent,Never Married,5.1
2024-03-16,0,63,6,0,4,Not Purchased,Male,37,North 24 Parganas,Upto INR 2 Lacs,B.A,Salaried - Private,Parent,Never Married,5.11
2024-03-16,1,0,0,0,1,Not Purchased,Male,25,Murshidabad,INR 4 Lacs - 6 Lacs,High School,Business/Self Employed,Self,Never Married,5.04
2024-03-16,0,0,0,0,2,Not Purchased,Male,30,Nagaon,Upto INR 2 Lacs,Higher Secondary School,Salaried - Private,Self,Never Married,5.06
2024-03-16,1,0,0,0,2,Not Purchased,Male,25,Kolkata,INR 2 Lacs - 4 Lacs,High School,Business/Self Employed,Self,Never Married,5.07
2024-03-16,0,0,0,0,3,Not Purchased,Male,45,Kolkata,INR 2 Lacs - 4 Lacs,Secondary School,Business/Self Employed,Self,Never Married,5.07
2024-03-16,0,71,10,0,0,Not Purchased,Male,28,Rajarhat Gopalpur,INR 4 Lacs - 6 Lacs,B.Sc (Hons.),Salaried - Government/PSU,Self,Never Married,5.1
2024-03-16,0,90,7,0,6,Not Purchased,Male,27,Murshidabad,INR 2 Lacs - 4 Lacs,Secondary School,Salaried - Private,Self,Never Married,5.0
2024-03-17,1,87,12,0,1,Not Purchased,Male,27,Arambag,INR 4 Lacs - 6 Lacs,Higher Secondary School,Business/Self Employed,Self,Never Married,5.07
2024-03-17,1,0,0,0,2,Not Purchased,Male,32,Paschim Medinipur,Upto INR 2 Lacs,B.A,Medical Field,Self,Never Married,5.08
2024-03-17,1,6,0,0,0,Not Purchased,Male,34,Navi Mumbai,INR 6 Lacs - 8 Lacs,MBA,Salaried - Private,Self,Never Married,5.06
2024-03-17,1,6,9,0,0,Not Purchased,Male,26,Raiganj,INR 12 Lacs - 15 Lacs,Diploma,Business/Self Employed,Self,Never Married,5.05
2024-03-17,0,273,37,0,0,Not Purchased,Male,33,Kolkata,INR 18 Lacs - 20 Lacs,M.Tech,Salaried - Private,Parent,Never Married,5.07
2024-03-17,1,0,0,0,2,Not Purchased,Male,23,Barrackpore,Upto INR 2 Lacs,High School,Salaried - Private,Friend,Never Married,5.05
2024-03-17,1,0,0,0,1,Not Purchased,Male,38,Hooghly,INR 4 Lacs - 6 Lacs,M.A,Salaried - Government/PSU,Self,Never Married,5.07
2024-03-17,0,94,30,0,4,Not Purchased,Male,25,Purulia,INR 10 Lacs - 12 Lacs,Diploma,Salaried - Private,Self,Never Married,5.11
2024-03-17,0,5,1,0,2,Not Purchased,Male,21,Kolkata,Upto INR 2 Lacs,Secondary School,Salaried - Private,Self,Never Married,5.1
2024-03-17,0,19,1,0,1,Not Purchased,Male,34,Memari,INR 2 Lacs - 4 Lacs,BE,Salaried - Private,Self,Never Married,5.08
2024-03-17,0,494,67,0,1,Not Purchased,Male,28,Gangadharpur,Upto INR 2 Lacs,Secondary School,Salaried - Private,Relative,Never Married,5.0
2024-03-17,1,0,0,0,2,Not Purchased,Male,35,Murshidabad,INR 2 Lacs - 4 Lacs,Higher Secondary School,Business/Self Employed,Self,Never Married,5.08
2024-03-17,0,137,21,0,6,Not Purchased,Male,32,South 24 Parganas,Upto INR 2 Lacs,Higher Secondary School,Salaried - Private,Self,Never Married,5.06
2024-03-17,1,4,1,0,1,Not Purchased,Male,26,Bankura,Upto INR 2 Lacs,High School,Professional,Self,Never Married,5.02
2024-03-17,0,92,6,0,0,Not Purchased,Male,42,Howrah,INR 2 Lacs - 4 Lacs,Higher Secondary School,Business/Self Employed,Self,Never Married,5.07
2024-03-17,1,3,0,0,1,Not Purchased,Male,43,Talegaon Dhamdhere,Upto INR 2 Lacs,Secondary School,Business/Self Employed,Friend,Never Married,5.04
2024-03-17,0,13,0,0,0,Not Purchased,Male,26,Krishnanagar,INR 4 Lacs - 6 Lacs,M.A,Business/Self Employed,Self,Never Married,5.07
2024-03-17,0,5,0,0,0,Not Purchased,Female,41,Silchar,Upto INR 2 Lacs,Secondary School,Salaried - Private,Relative,Divorced,4.08
2024-03-17,1,0,0,0,2,Not Purchased,Male,32,Kamrup,INR 2 Lacs - 4 Lacs,Higher Secondary School,Salaried - Private,Self,Awaiting Divorce,5.08
2024-03-17,1,0,0,0,2,Not Purchased,Male,27,Agartala,INR 8 Lacs - 10 Lacs,B.A (Hons.),Salaried - Private,Self,Never Married,5.01
2024-03-17,1,0,0,0,2,Not Purchased,Male,28,Kulti,Upto INR 2 Lacs,Secondary School,Business/Self Employed,Self,Never Married,5.09
2024-03-17,0,103,1,0,1,Not Purchased,Male,28,Kolkata,Upto INR 2 Lacs,B.A,Salaried - Private,Self,Never Married,5.06
2024-03-17,1,20,4,0,4,Not Purchased,Male,27,Santipur,INR 4 Lacs - 6 Lacs,Secondary School,Business/Self Employed,Self,Never Married,5.06
2024-03-17,1,0,0,0,2,Not Purchased,Male,42,Baruipur,Upto INR 2 Lacs,Higher Secondary School,Business/Self Employed,Self,Never Married,5.08
2024-03-17,1,0,0,0,3,Not Purchased,Male,29,Bongaon,Upto INR 2 Lacs,Secondary School,Salaried - Private,Self,Never Married,5.04
2024-03-17,0,103,5,0,0,Not Purchased,Male,28,Konnagar,INR 6 Lacs - 8 Lacs,B.Com (Hons.),Business/Self Employed,Self,Never Married,5.05
2024-03-17,0,14,1,0,0,Not Purchased,Male,33,Berhampore,Upto INR 2 Lacs,M.A,Business/Self Employed,Self,Never Married,5.07
2024-03-17,0,6,0,0,1,Not Purchased,Male,45,Konnagar,Upto INR 2 Lacs,Higher Secondary School,Salaried - Private,Relative,Never Married,5.04
2024-03-17,0,97,3,0,2,Not Purchased,Male,36,Kolkata,INR 2 Lacs - 4 Lacs,MCA,Business/Self Employed,Self,Never Married,5.06
2024-03-17,0,16,0,0,0,Not Purchased,Male,32,Bankura,Upto INR 2 Lacs,High School,Salaried - Private,Self,Never Married,5.06
2024-03-17,0,5,0,0,2,Not Purchased,Female,29,Kolkata,INR 10 Lacs - 12 Lacs,MBA,Salaried - Private,Parent,Never Married,5.0
2024-03-17,0,473,50,0,0,Not Purchased,Male,29,West Medinipur,INR 6 Lacs - 8 Lacs,B.Tech,Salaried - Private,Parent,Never Married,5.06
2024-03-17,0,722,123,0,1,Not Purchased,Male,31,Kolkata,INR 10 Lacs - 12 Lacs,B.Tech,Salaried - Private,Parent,Never Married,5.11
2024-03-17,1,23,1,0,1,Not Purchased,Male,41,Medinipur,INR 20 Lacs - 30 Lacs,B.Com,Business/Self Employed,Self,Divorced,5.07
2024-03-17,0,48,4,0,3,Not Purchased,Male,32,Agartala,INR 2 Lacs - 4 Lacs,B.Tech,Salaried - Government/PSU,Self,Never Married,5.08
2024-03-17,0,21,0,0,0,Not Purchased,Male,42,Krishnanagar,Upto INR 2 Lacs,B.A,Salaried - Government/PSU,Self,Never Married,5.07
2024-03-17,0,58,25,0,0,Not Purchased,Male,31,Barasat,INR 4 Lacs - 6 Lacs,B.A,Salaried - Private,Self,Never Married,5.11
2024-03-17,1,0,0,0,2,Not Purchased,Male,25,Birbhum,Upto INR 2 Lacs,Higher Secondary School,Professional,Self,Never Married,5.07
2024-03-17,0,0,0,0,0,Not Purchased,Male,37,Howrah,INR 2 Lacs - 4 Lacs,B.Com (Hons.),Salaried - Private,Self,Never Married,5.05
2024-03-17,1,2,0,0,0,Not Purchased,Male,29,"Agartala (incl. Jogendranagar, Pratapgarh, Badharg",Upto INR 2 Lacs,B.A (Hons.),Salaried - Private,Self,Never Married,5.07
2024-03-17,0,11,0,0,3,Not Purchased,Male,28,Barrackpore,INR 4 Lacs - 6 Lacs,B.Tech,Salaried - Private,Self,Never Married,5.08
2024-03-17,0,118,5,0,6,Not Purchased,Male,30,Bengaluru,INR 8 Lacs - 10 Lacs,B.Tech,Salaried - Private,Parent,Never Married,5.09
2024-03-17,0,13,1,0,8,Not Purchased,Male,38,North 24 Parganas,INR 2 Lacs - 4 Lacs,Secondary School,Salaried - Private,Self,Never Married,5.06
2024-03-17,0,5,0,0,0,Not Purchased,Male,34,Kolkata,INR 2 Lacs - 4 Lacs,Higher Secondary School,Salaried - Private,Parent,Divorced,5.06
2024-03-17,1,10,1,0,0,Not Purchased,Male,27,Dinhata,INR 2 Lacs - 4 Lacs,B.A,Business/Self Employed,Self,Never Married,5.08
2024-03-17,0,14,2,0,2,Not Purchased,Male,27,Hooghly,Upto INR 2 Lacs,B.Com,Salaried - Private,Parent,Never Married,5.03
2024-03-17,1,101,12,0,0,Not Purchased,Male,29,Bankura,INR 8 Lacs - 10 Lacs,B.A (Hons.),Salaried - Government/PSU,Self,Never Married,5.09
2024-03-17,1,50,1,0,0,Not Purchased,Male,26,Howrah,INR 2 Lacs - 4 Lacs,B.Com (Hons.),Salaried - Private,Parent,Never Married,5.1
2024-03-17,0,10,0,0,1,Not Purchased,Male,21,Dum Dum,Upto INR 2 Lacs,B.Tech,Salaried - Private,Self,Never Married,5.0
2024-03-17,0,5,0,0,0,Not Purchased,Male,23,Kharagpur,INR 2 Lacs - 4 Lacs,Other Bachelors Degree in Arts/Science/Commerce,Salaried - Private,Self,Never Married,5.06
2024-03-17,0,26,0,0,3,Not Purchased,Female,28,Howrah,INR 2 Lacs - 4 Lacs,M.Sc,Salaried - Private,Parent,Never Married,5.07
2024-03-17,1,2,0,0,0,Not Purchased,Female,24,Baruipur,Upto INR 2 Lacs,B.A,Salaried - Private,Sibling,Never Married,5.02
2024-03-17,1,6,0,0,2,Not Purchased,Male,22,Narit,Upto INR 2 Lacs,Higher Secondary School,Business/Self Employed,Self,Never Married,5.03
2024-03-17,1,8,0,0,0,Not Purchased,Male,32,Kanker,INR 4 Lacs - 6 Lacs,B.Sc,Salaried - Private,Self,Never Married,5.08
2024-03-17,1,0,0,0,4,Not Purchased,Male,32,Bagnan,Upto INR 2 Lacs,Secondary School,Salaried - Private,Self,Never Married,5.03
2024-03-17,1,3,0,0,0,Not Purchased,Male,34,Jagadishpur,INR 2 Lacs - 4 Lacs,Higher Secondary School,Business/Self Employed,Self,Awaiting Divorce,5.01
2024-03-17,1,2,2,0,0,Not Purchased,Male,26,Purba Medinipur,INR 2 Lacs - 4 Lacs,Higher Secondary School,Salaried - Private,Self,Never Married,5.06
2024-03-17,0,4,0,0,0,Not Purchased,Male,28,Agartala,INR 2 Lacs - 4 Lacs,Higher Secondary School,Business/Self Employed,Self,Never Married,5.05
2024-03-17,1,14,2,0,1,Not Purchased,Female,26,Thousand Oaks,INR 10 Lacs - 12 Lacs,B.A (Hons.),Salaried - Private,Self,Never Married,5.04
2024-03-17,0,254,34,0,1,Not Purchased,Male,33,Kolkata,INR 4 Lacs - 6 Lacs,LLB,Professional,Parent,Never Married,5.09
2024-03-17,1,7,9,0,1,Not Purchased,Male,27,Bagnan,Upto INR 2 Lacs,Higher Secondary School,Salaried - Private,Self,Never Married,5.02
2024-03-17,0,6,0,0,2,Not Purchased,Female,26,Diamond Harbour,INR 2 Lacs - 4 Lacs,B.A,Salaried - Private,Self,Never Married,5.02
2024-03-17,1,7,0,0,2,Not Purchased,Male,30,Falta,INR 2 Lacs - 4 Lacs,B.A,Salaried - Private,Relative,Never Married,5.04
2024-03-17,1,4,3,0,2,Not Purchased,Male,43,Balasinor,INR 2 Lacs - 4 Lacs,Ph.D.,Professional,Self,Never Married,6.02
2024-03-18,1,18,6,0,6,Not Purchased,Male,33,Ghatal,INR 6 Lacs - 8 Lacs,High School,Business/Self Employed,Self,Never Married,5.06
2024-03-18,0,181,28,0,0,Not Purchased,Male,39,Kolkata,INR 2 Lacs - 4 Lacs,MHM (Hotel Management),Salaried - Private,Parent,Divorced,5.06
2024-03-18,1,0,0,0,0,Not Purchased,Male,33,Bardhaman,Upto INR 2 Lacs,B.A,Salaried - Private,Self,Never Married,5.11
2024-03-18,1,0,0,0,1,Not Purchased,Male,29,Port Blair,INR 2 Lacs - 4 Lacs,B.A,Professional,Self,Never Married,5.08
2024-03-18,1,16,0,0,1,Not Purchased,Male,26,Medinipur,INR 4 Lacs - 6 Lacs,Secondary School,Business/Self Employed,Self,Never Married,5.04
2024-03-18,2,61,0,0,5,Not Purchased,Male,26,Howrah,INR 2 Lacs - 4 Lacs,Secondary School,Business/Self Employed,Sibling,Divorced,5.08
2024-03-18,1,101,72,0,0,Not Purchased,Female,28,Kolkata,INR 2 Lacs - 4 Lacs,M.A,Salaried - Private,Self,Never Married,5.02
2024-03-18,0,0,0,0,2,Not Purchased,Male,34,Malda,INR 4 Lacs - 6 Lacs,Higher Secondary School,Business/Self Employed,Self,Never Married,6.0
2024-03-18,1,246,85,0,1,Not Purchased,Male,38,Panihati,INR 6 Lacs - 8 Lacs,Other Masters Degree in Medicine in General/Dental/Surgeon,Salaried - Government/PSU,Self,Never Married,5.03
2024-03-18,1,15,4,0,0,Not Purchased,Male,23,Berhampore,Upto INR 2 Lacs,Others in Diploma,Business/Self Employed,Self,Never Married,5.05
2024-03-18,1,0,0,0,2,Not Purchased,Male,28,Srinagar,Upto INR 2 Lacs,Secondary School,Business/Self Employed,Self,Never Married,5.0
2024-03-18,1,0,0,0,1,Not Purchased,Male,31,Andal (Gram),Upto INR 2 Lacs,B.A (Hons.),Business/Self Employed,Self,Never Married,5.09
2024-03-18,1,15,3,0,1,Not Purchased,Male,28,Nadia,INR 2 Lacs - 4 Lacs,Higher Secondary School,Salaried - Private,Self,Never Married,5.11
2024-03-18,1,5,0,0,0,Not Purchased,Male,23,Nadia,Upto INR 2 Lacs,Higher Secondary School,Business/Self Employed,Self,Never Married,5.06
2024-03-18,1,4,1,0,0,Not Purchased,Male,40,Kolkata,INR 2 Lacs - 4 Lacs,B.A,Salaried - Private,Self,Never Married,5.05
2024-03-18,1,8,0,0,2,Not Purchased,Male,35,Bankura,INR 2 Lacs - 4 Lacs,Higher Secondary School,Business/Self Employed,Self,Widow / Widower,5.05
2024-03-18,0,42,7,0,0,Not Purchased,Male,29,New Delhi,INR 2 Lacs - 4 Lacs,B.Tech,Professional,Self,Never Married,5.03
2024-03-18,1,13,2,0,0,Not Purchased,Male,43,Uluberia,INR 4 Lacs - 6 Lacs,B.A,Business/Self Employed,Self,Divorced,5.06
2024-03-18,1,0,0,0,1,Not Purchased,Male,26,South 24 Parganas,INR 2 Lacs - 4 Lacs,High School,Professional,Self,Never Married,5.07
2024-03-18,1,12,0,0,2,Not Purchased,Male,34,Birbhum,INR 2 Lacs - 4 Lacs,B.Com (Hons.),Salaried - Private,Parent,Never Married,5.03
2024-03-18,1,1,3,0,1,Not Purchased,Male,26,Contai,INR 2 Lacs - 4 Lacs,Higher Secondary School,Business/Self Employed,Friend,Never Married,5.04
2024-03-18,1,21,0,0,2,Not Purchased,Male,29,Purba Medinipur,Upto INR 2 Lacs,High School,Salaried - Private,Self,Never Married,5.06
2024-03-18,0,0,0,0,1,Not Purchased,Male,32,Ashokenagar Kalyangarh,INR 2 Lacs - 4 Lacs,High School,Business/Self Employed,Parent,Never Married,5.04
